nombre_producto,precio,disponibilidad,url,fecha_consulta
Yamaha Xtz 150 2023,11980000.0,Verificar disponibilidad manualmente,https://moto.mercadolibre.com.co/MCO-2836647204-yamaha-xtz-150-2023-_JM,2025-04-01 22:50:16
