nombre_producto,precio,disponibilidad,url,fecha_consulta
"Koh-I-Noor Rapidograph Technical and Artist Pen, .35mm Nib, 1 Each (3165.Z)",17.4,In Stock,https://www.amazon.com/Koh-I-Noor-Rapidograph-Technical-Pen-35mm-3165-Z/dp/B000HF4EBO/ref=sr_1_1,2025-03-26 10:57:42
